bin_name	total_scgs	supporting_scgs	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
WA_MAG_00045	7	7	Archaea	Asgardarchaeota	Heimdallarchaeia	LC-2	LC-2	GCA-2728275	GCA-2728275 sp002728275	0.6614524261333801	0.7862595919369418	0.9785749086225192	0.9385768001839432	0.18592830390583198	0.9471372155265952	1.2543376241347257	0.5860748254222844	1.492385244893139	0.42311112634468795	0.4750924774468003	1.0017882562370548	0.38324467042017835	0.0	1.9512673719440616	1.8257494325267445	0.6521339118267084	4.096028415042262	0.6214282198085892	2.928018600538755	2.7858183781122805	2.1491076143164265	0.1581148515538893	2.992827937167984	0.9245871005269501	0.8057836450814191	1.1079335731306854	1.937826306122993	1.2765101366561962
WA_MAG_00046	9	9	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N1	None	0.38546634141872244	0.6209392644239452	0.44842346493543367	0.022911283376399656	0.05565565565565565	0.11514235323759132	0.061001036001036	0.10353143841515934	0.34601988811628176	0.0	0.3761545294671589	0.11467809565635652	0.0	0.0	0.5985174219848549	1.0011448818387958	0.36820898594154405	0.14588985669903545	0.3493493261689451	0.470596196155243	0.49610733135308305	0.9622459082746523	0.13815353815353815	0.4475606824307502	0.243211951074631	0.6372313983909808	0.8980618253733635	0.18873784261715296	0.26161536211463793
WA_MAG_00047	0	0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
WA_MAG_00048	9	8	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1	None	0.7197320720831678	0.0	1.030644914282648	0.20472690880031072	0.01916829109811566	0.022831661635342615	0.3662873473653883	0.1728395061728395	0.30718248229684025	0.45749724559353233	0.06521710243950404	0.056172839506172835	0.0	0.08932313363124542	0.38582045257551856	1.5391987148106807	0.3620709009030747	0.597858851999921	0.5970577430433921	0.9864531326642292	0.8006972807617156	0.2853113526830027	0.6779353288257901	0.3918029397838836	0.3500396423112851	0.6208830008928516	1.0617376042358655	0.8085513332854026	0.8569484713963559
WA_MAG_00049	16	16	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	LFER01	LFER01 sp001510135	1.0225985651170366	0.5495615856994427	0.4769321948536857	0.7255598426391392	0.26847558881467537	0.6527016114920117	0.9571021293837547	0.2672359914448728	0.9095489075304675	0.2676557018981514	0.1041323281332219	0.7172723860908006	0.2751200374979945	2.07975757981422	0.5714004717109757	0.08263268225983175	0.48669569259313883	0.45164628173977633	0.1597162867060074	0.813298705993445	0.7300161569665621	0.2191224758604979	0.5941549105743212	1.540078596695722	0.70522249464326	0.8243113148392074	0.5007091993515131	1.0116888457245516	1.0202109642618025
WA_MAG_00050	10	5	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA7428	UBA7428 sp011526285	0.06202898550724638	0.46151337619014443	0.2298601161327714	0.24228428034202715	0.9419908646807439	0.06557017543859649	0.2670536334346574	1.6525882453616574	0.14950248756218903	0.0	1.8022258015590347	0.0	0.03728070175438596	0.07835051546391752	0.00021929824561403506	0.05607890499194847	0.019420289855072465	0.0	0.21808801328502417	0.0	0.2733664664378337	0.3934449551514342	0.17361060311092757	0.0	0.0	0.0	1.3918804867929144	0.10738794191919192	0.01122565864833906
WA_MAG_00051	19	8	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	UBA11606	UBA11606	UBA11606 sp002694825	0.24938066463555905	1.3461720656233718	0.05434391432040347	0.230079628519455	0.21874965681103004	0.24722086980346647	0.4789665775220352	0.1945806217348016	0.28219981774687514	0.06221360724086128	0.20243015989000074	0.29594049730648125	0.07793426206401854	0.2108817452940707	0.40456721756106917	0.5515158811776845	0.09846652568035823	0.39639133125157516	0.08830616502659848	0.3408611176882461	0.18548354369987918	0.6849856477942092	0.17627084067750676	0.6558408562663524	0.21389685731851382	0.14401255613166972	1.001052614062065	0.37102054102731546	0.3905269855802775
WA_MAG_00052	22	16	Bacteria	SAR324	SAR324	SAR324	NAC60-12	JCVI-SCAAA005	JCVI-SCAAA005 sp011522845	0.7845807578816243	0.0	0.38599016592178104	0.17526362022310316	0.24823584869069978	0.15448368885553954	0.3542579796449071	0.0	0.08183184993143403	0.3312608525838278	0.012121212121212121	0.2481080659613645	0.13722570616253024	0.00089126559714795	1.0544387498500385	0.0	0.8291333876016226	0.41114983451954834	0.5175318095936922	0.47566901583404353	0.3604364159197174	0.14003689903175912	0.8832952065694379	0.7270096131616303	0.34040130296017207	1.159113339256947	0.08398268398268399	0.9258122727664596	1.6780848271402506
WA_MAG_00053	0	0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
WA_MAG_00054	21	21	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	None	None	0.06857006534945344	0.0	0.0	4.616505088041215	0.03274845715463532	0.5345566386035916	0.1305242329191454	0.547064574532404	1.571761395880032	0.021962663472097434	0.07106252632282249	2.766965171744844	0.011753301829637708	4.697365632132474	0.0	0.0	0.0	0.006719962924342486	0.0	0.04555919059735854	0.0	0.024653348891044476	0.0	0.29814901000385646	0.21194579358815824	0.0	0.007786762503743635	0.1238978387127913	0.031746031746031744
WA_MAG_00055	21	21	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	Marinisomataceae	Marinisoma	None	2.456034767536196	3.524914791675299	1.2462798778576403	1.0313361070697753	0.44298490698062226	0.4592888833842582	2.467577937753561	3.0929609716009425	2.1272552275887495	1.828008030262337	3.3205505865242277	1.0699428805171716	0.8105983427772773	0.011260502590730335	2.8554731087593272	2.8226256325157393	1.5775751484852596	1.813475499353275	1.6610411672032375	1.6150237889385768	1.6800995473218525	5.1249818243304555	1.7212036273733204	2.869439738730502	1.0167959762253063	5.123479566150987	8.949944104414858	1.0030955598182831	3.438342219062238
WA_MAG_00056	16	9	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp002686685	0.09650943710817661	0.6422855669459007	0.0	0.40465452326036916	0.06677441710336447	0.07488905859583748	0.6022209432635457	0.0770891112382567	0.4441350936380981	0.017673220973782773	0.37993689645813855	0.5253409820888905	0.028311965811965812	0.01711783439490446	0.18175480834678948	0.5857983985878197	0.1297729618163055	0.37991245472083846	0.08056506660491378	0.3047965342722475	0.24772874536224088	0.6043613148989551	0.0	0.4572394968745969	0.5247407844234308	0.11594440228624239	0.933633167150495	0.264767287406533	0.1337086259458871
WA_MAG_00057	20	9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	Glaciecola sp000155775	0.0	0.0	0.0	5.486132384882444	0.0	0.0	0.029523809523809525	0.0	0.0	0.026697983949892347	0.0	0.07930279898218831	0.0	2.4672064544737893	0.0	0.010793650793650795	0.00823045267489712	0.0	0.0075445816186556925	0.0	0.0	0.035598018400566166	0.0	0.0	0.0	0.0	0.0	0.015555555555555555	0.0
WA_MAG_00058	19	12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	CACIJG01	CACIJG01 sp002703515	1.699893905229979	1.6986858606682531	2.136354172356762	1.444508041313153	1.375831852146311	1.047623906981542	2.0948550648529456	1.2184616075328285	1.5920990084999909	1.2467934034515482	1.3802498051344236	2.8769477438478375	0.8009512979892577	0.403614675543219	4.057562467940459	4.101830218895101	3.0711423399554683	3.4215992009067437	2.805346370158276	3.179987780542655	3.4532647834993138	4.594943649450786	2.8010072841513023	4.464642631372473	2.812020288567068	4.448257111573608	3.2410009586694617	3.9550081701413937	2.9104051266864586
WA_MAG_00059	8	5	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia sp002495645	1.4416074974993471	3.098460763117595	1.5188016384014258	1.8178055024247253	0.9372593365529077	1.148025474083576	1.9640400077929352	1.2212553489266296	0.7683194284661476	0.3159205394865129	2.9077215254670796	1.1962063241143976	0.05271639042357274	0.2957025078988942	1.4722648375269318	9.068354267588791	1.855796199000791	3.564942394625047	2.4919318295967683	3.5125836505180343	2.70231345199403	6.5377164547078745	1.3432075359428661	2.1467792034277244	3.419938749759453	1.1273637208077405	6.748446984030528	1.8489148893905276	1.0763415991806367
WA_MAG_00060	13	11	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Actinomarina	None	5.905770991742413	9.661038247422923	3.9590277723315137	6.447571029731621	2.5178910906236545	3.5960104479064645	5.302518252049142	7.908771109701528	5.318528530807585	2.200959369693545	12.714737388891685	6.896756593387072	1.367612433272645	1.0409056369344372	4.468747727378645	12.64508021429837	2.950323038340397	4.272810055500958	3.3931568156707383	5.342056646130151	5.034945503166018	14.00852213447947	3.47257360129168	6.540644173332149	4.07301690972684	4.847996797132742	18.354891010267355	4.868955988979954	5.614077299408004
WA_MAG_00061	6	6	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1	None	0.0	0.0	0.0	0.1532567049808429	0.0	0.0	0.055224867724867725	0.05234567901234568	0.16666666666666666	0.0	0.34362433862433867	0.14049382716049383	0.0	0.0	0.0	1.4736334241055264	0.07671957671957672	0.0	0.0	0.050462962962962966	0.0	2.5241125495705017	0.14914021164021166	0.13669646658152407	0.0	0.09208103130755065	1.6756047547306407	0.0	0.0
WA_MAG_00062	8	6	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1	MGIIa-K1 sp002498185	0.05416666666666667	1.4499338308116259	0.2583867521367521	0.8961672898226322	0.0	0.8685432533738291	1.2061036227024786	0.3433114309927072	0.4235650843409464	0.020114942528735632	2.9504649731358006	0.821769943019943	0.0	0.0	0.15533574048375393	10.579913150326696	0.0	3.325560124213383	0.24046711996170922	2.2353291434477005	2.032303356216319	7.8248943103191095	0.14294871794871794	1.0927986097943228	2.6231923012773075	0.07931034482758621	4.6015741932001175	1.2282643225404208	0.11593722369584439
WA_MAG_00063	19	17	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1100	UBA1100	UBA1100 sp011523245	0.47566947137305116	0.05373236827341714	0.1785138082048644	0.07160641144020645	0.21317846332546467	0.052807017543859656	0.3984260614503966	0.095373186383088	0.17485663233112167	0.2715540069974931	0.02631578947368421	0.0904779189352692	0.0840078490598864	0.0	1.7006574023913401	0.012545329804959326	0.6680248780582002	0.4162631074314802	0.23845812331906102	0.26786861204037143	0.8131580182865216	0.0	0.47553014781102104	0.9312165711730099	0.14522104077670903	1.2438604251371324	0.08239435991453335	0.22072492141604286	0.8472378093243949
WA_MAG_00064	7	4	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	UBA226	UBA226 sp002505935	0.2561503123143938	0.28649967922267344	0.12645995692006176	0.008963585434173669	0.0	0.0	0.20407368524949082	0.0	0.28686395393242076	0.0	0.0	0.05445227418321589	0.0	0.0	0.47932154271044286	0.2027283628180489	0.0	0.6909340065204093	0.00624512099921936	0.4147296810241716	0.31851851851851853	0.322429606761903	0.023158990372105125	0.6984524251244987	0.0	0.15040536762650267	0.0	0.10673234811165845	0.558348753472976
WA_MAG_00065	8	7	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K1	None	1.3392131068134443	1.3815640181335511	2.2482936892580883	1.5041986067636848	1.3247248119331572	1.0908711865694074	1.4074037706772895	1.70195888233487	0.8814247469792881	0.4190698988112781	1.0806712758509716	1.9850808783998306	0.2886861375906864	0.6880080509441654	1.3727902938201826	3.854909186478262	1.1251814800287074	2.657764802621414	1.2855218646325586	2.093984782109826	2.9115367996444776	3.952563446550778	1.4874998153297108	1.1157422458984843	2.3541631407760653	1.8134428221168495	4.199841381726048	2.714747543209377	1.4406938798354767
WA_MAG_00066	20	8	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA8653	UBA8653 sp002705085	0.37892234296672395	0.8079501188830751	0.20688510322261916	0.1322174400294971	0.25422998099581534	0.1219361104844976	0.3506634670630321	0.23182717730664365	0.3876339386653126	0.15996388206490075	0.03321428571428571	0.40457442544967626	0.1219787228453166	0.0418997668997669	0.6891859176470371	0.8235388304884118	0.43503358220705096	0.25997969037889956	0.22619532081461236	0.4213354934562365	0.4884239744399297	0.924712105491106	0.7124853792572304	1.2152436127229818	0.27105998348158106	0.9454452897654619	1.8972654943718865	0.46485528093363315	0.6723773553899257
WA_MAG_00067	4	4	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp011526375	0.7841503267973856	1.3058034754843266	3.6656378610261386	1.695555861348004	1.4709787866993738	1.2735842124158645	1.6114534034321293	1.1601118704414422	0.9178599600759845	1.1329220710745544	2.12211724108328	1.6567377999727593	0.10245098039215686	0.30969251336898396	2.3341272204122214	6.6236150157134315	5.382060826379153	2.7680791139336955	4.299069291306696	5.900829408592278	1.402837229151932	5.920442103690226	5.758982992666388	1.3379441252389528	3.9217618246664414	2.959079618039512	5.462545695440864	6.314886693607814	2.833699342059387
WA_MAG_00068	18	16	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3537	UBA3537 sp001735715	1.3603454134053465	0.17711025663261928	0.0020799785292538917	0.7931173915634733	0.09200290581528006	0.9626809803145364	0.4697252406756469	0.051228812445817645	0.46832712958802186	0.0	0.12718511712447939	1.3490385562984906	0.0335896866381624	0.356981910991702	0.0897841423203742	0.2830849017256542	0.0	0.3970543991189879	0.11723084420452842	0.7072418198703646	0.6738327800147235	0.350444272237026	0.2778855077864386	0.6277354059034298	0.49558026200139754	0.0	0.30909335693599466	0.41017510572085514	0.009965514765249952
WA_MAG_00069	14	13	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	EC70	EC70 sp002696885	0.2875010215810961	0.1213738293810933	0.4908546312682508	0.05037593984962406	0.3619461314248717	0.026875127733496835	0.16390332417442785	0.015258215962441314	0.2151168586909635	0.02350296341712651	0.0	0.05839819543104729	0.008033888401986562	0.0	0.6704190354809402	0.05295396166765461	0.8802276415857345	0.25469128994014706	1.0040290515117734	0.283305952250119	0.28820279420340145	0.04100206433284215	0.9995681228800454	0.7557608472282391	0.31538745291813663	1.0070984653732962	0.04569105691056911	0.60777338616566	0.7596386741518827
WA_MAG_00070	12	12	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA974	None	0.0	0.23296695462967218	0.08628356326954457	0.0	0.0	0.0	0.0	0.06967787114845939	0.0	0.0	0.17079205354344393	0.0	0.0	0.0	0.0	1.0117480848673115	0.0	0.049679487179487176	0.15721515326778485	0.027169505271695052	0.0	0.7354324595888029	0.14894179894179893	0.055764411027568926	0.0	0.05016121031746032	2.136371746394405	0.021592442645074223	0.1015015646163187
WA_MAG_00071	17	17	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2862225	GCA-2862225 sp002862225	0.00729594163246694	0.0	0.2031799859633432	0.050878972278566595	0.0	0.02700533374760499	0.036634331193785875	0.0	0.16901136834408795	0.05374331550802139	0.0	0.060365719321436445	0.022764783735388653	0.0	0.1748246371257692	0.0	0.11557769223799189	0.0	0.19158590173692952	0.12961400611511006	0.26084859476654804	0.053832442067736186	0.13641857941316726	0.7912643918557798	0.09450337512054002	0.23555543632269973	0.0	0.12242654922034688	0.28427553264878275
WA_MAG_00072	16	13	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Litoricolaceae	Litoricola	Litoricola sp012269655	0.0	0.04964998452970297	0.020833333333333332	0.37672493450191225	0.16522647730188492	0.41507321097618294	0.4933594035466037	0.1530065711479528	0.4084404247290665	1.385359907113973	23.45809316914404	2.6536848792287753	98.40487479576407	0.027180989583333332	0.016338045634920632	0.026041666666666668	0.0	0.0	0.06486254295532647	0.0	0.2536303200875212	0.0	0.0	0.022277227722772276	0.0639369419642857	0.0	0.0	0.0	0.04092261904761905
WA_MAG_00073	0	0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
WA_MAG_00074	19	11	Bacteria	Proteobacteria	Gammaproteobacteria	UBA11654	UBA11654	UBA11654	UBA11654 sp001629325	0.3518078252994685	0.8799624415495025	0.40371012494850506	0.5180358956672456	0.03666475447211874	0.04172593646277857	0.44172392560563667	0.17880068444697636	0.26427623886568474	0.1386501328295513	1.0699366335970424	0.269592621813362	0.021633029943279248	0.0	0.39305375647529595	1.543623324952358	0.2335941733441845	0.4593081630763403	0.09917508671631765	0.6110026180380488	0.6979774891904492	2.4322094548111517	0.31355827568848216	0.7409371597069216	0.2914971962509498	0.43908762621846986	0.644052382005215	0.33043977885691733	1.186577523812069
WA_MAG_00075	17	14	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	TMED113	GCA-2718035	GCA-2718035 sp002718035	0.12241898395088067	0.15539491986600085	0.5485074046211166	0.06679271708683474	0.10585494878084771	0.0	0.12015999531578216	0.0	0.036078431372549014	0.4142912021089872	0.00940646528881823	0.045903632770937834	0.055475848876135825	0.0	0.7416660823788656	0.3218551200409139	0.43407894254977153	0.16105573513088722	0.5084527126935274	0.1688364607865532	0.33522529565353937	0.7784790032036578	0.20427388567709284	0.3799211229965106	0.054326317683036515	1.2811255609537877	0.9186457109974263	0.24350402195795903	0.8726386522767277
WA_MAG_00076	5	5	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-O3	None	0.37247311827956986	1.355213747964092	1.0755760856933878	1.3345516016670866	0.0	0.19450418160095578	1.5839206797196481	0.009892473118279569	0.41136200716845883	0.30180864422570586	1.1444317214811321	0.728130325002363	0.0	0.0	1.1433471452685144	4.9899167647704035	1.1695662755513168	2.7277973577907857	0.3638187688811286	4.77670759326841	1.3446515423093701	5.568163199816247	0.5244563918757467	2.7412351385041784	2.9854260962776795	0.8313281621481694	2.7901253020930716	1.901273629461151	1.7464164832069606
WA_MAG_00077	14	7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	MED-G52	MED-G52 sp001627375	2.9862608626255773	6.159121253935233	2.616872447682191	2.7427330710571227	1.7976554632513468	3.050161873639376	4.214549604184111	3.3555573078140766	3.2832687575455997	1.7109660414949486	3.440236665131383	3.2607021734306616	0.808487030961607	1.682324769057036	3.4059804864293612	5.3617509799981775	1.664182218354286	2.552337565981085	2.507928748681111	3.7770893089307926	3.0452169040270687	6.51591433473576	4.206707357899417	3.414942503284167	3.3947460528873026	3.3424793474631174	7.108845881347898	3.4507065202637186	3.2184870625372004
WA_MAG_00078	7	4	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-P	MGIIb-P sp002498455	0.0	0.13609159510798854	0.0	0.020376522702104098	0.005994005994005994	0.0	0.22614612163792494	0.0	0.09936691439581613	0.0	0.264859228362878	0.1919227208244549	0.0	0.0	0.13201583342283257	0.973007456133755	0.0	0.1278061224489796	0.0	0.2998567342653364	0.6743249118497534	1.3943798571306052	0.0	0.32865598293760184	0.6457864810746822	0.0067655477491543065	0.6386904418983165	0.33559086018102413	0.0
WA_MAG_00079	13	13	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Litoricolaceae	HIMB30	None	0.02410036315615715	0.37765405795983514	0.18141124615648546	0.1518213465718604	0.6156172271182712	0.08846153846153845	0.1838065218037203	1.0217373556112441	0.7927831432523434	0.07415880734846253	0.1015052388923367	1.078601072844622	0.0	0.03076923076923077	0.1789154004962247	0.27599961866607287	0.08829633766112896	0.13475123229416125	0.08806042884990253	0.16032489590181898	0.3569005751167464	0.41826544657656217	0.20911295416235529	0.3545506081756684	0.1969338765658435	0.3103121944179033	0.41094759376271506	0.0	0.1545011690751634
WA_MAG_00080	15	11	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp011522905	0.031578947368421054	0.26105363971854695	0.043560606060606064	0.23047822723996483	0.034114114114114115	0.2289433185904388	0.3417725622632958	0.2829455461843351	0.18112243514696308	0.041014168530947054	0.04456958055027384	0.451546433158374	0.03393626184323859	0.00760233918128655	0.0	0.17208345014484625	0.012164750957854407	0.5070773317128524	0.13512896354130716	0.6936862172892622	0.6117119030184238	0.3906673932194128	0.18469435150679914	0.3830446208962812	0.18555600071395872	0.21983780878784182	0.11107823760189438	0.5349104203537149	0.1195890781292241
WA_MAG_00081	7	7	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	MGIIa-K2	MGIIa-K2 sp002719395	0.3391475442229286	0.3018351827137357	0.32632849884435505	0.16537649542575653	0.29632056531593776	0.0	0.7420937987878108	0.0	0.1784658691062632	0.229679366759528	0.45025914532789607	0.07201501290171242	0.03345139708776072	0.007054673721340388	0.46707166888045437	1.6961512686871445	0.6108811302410592	1.0964190052993712	0.2645893000343682	1.7219511769922442	1.0832633123627133	2.568773971167868	0.6209043829733485	1.589694203043052	1.0600415414168756	0.5878819365882689	1.5948007453406308	0.4267150810941661	1.0662866598056508
WA_MAG_00082	0	0	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
WA_MAG_00083	12	11	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Cycloclasticaceae	Cycloclasticus	Cycloclasticus sp002700385	0.32378964028224494	0.0	0.0	1.9382597626543978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07125603864734299	0.0	0.9020656353416904	0.05895061728395062	0.0	0.0	0.0962024087024087	0.0	0.0	0.0	0.0	0.12269762434637864	0.0	0.04428904428904429	0.0	0.0	0.0	0.0757918552036199
WA_MAG_00084	9	4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA11663	UBA11663 sp011524845	0.565343033335282	3.29872238038539	1.6636255764896695	3.0214528436063888	2.958816125712956	5.373255237140452	6.559606242182251	4.282142126655186	0.9283007756061649	1.2514894202660314	2.2662362107826963	0.9381297518549379	1.1619248111349554	2.765010363192326	0.08491761723700887	1.6860829130218289	0.12422360248447203	0.5995295314957102	1.0662413805140407	0.2505316024840529	1.141440062932922	1.9034250023080794	0.27452187898890706	0.26032635373013946	0.48107250181423034	0.09811565951916829	9.951122642772765	0.3188975246332319	0.2512694485122905
WA_MAG_00085	11	11	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus	None	0.019374068554396422	0.6527335323331293	0.0	0.06035767511177347	0.012121212121212121	0.08284287723020704	0.20304584686794155	0.566801055246101	0.30393947905668667	0.06666666666666667	0.07386248705448482	0.457298955859153	0.047330013142422356	0.05428677014042868	0.07258859082629575	0.16476420168486527	0.05520169851380042	0.19369322977879558	0.03340784898161948	0.19342821565661242	0.4745087823726641	0.26018611426535937	0.06909046891408377	0.4949321903705013	1.0762600870185421	0.018628912071535022	0.78676508110699	0.37288013117703067	0.0
WA_MAG_00086	4	2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	UBA3478 sp003045935	0.0	0.0	0.0	3.76513332857867	0.0	0.0	0.0	0.5979635310156782	0.0	0.0	0.0	0.2271897810218978	0.0	4.033378316069399	0.430952380952381	0.0	0.0	0.2654282115869018	0.0	0.353968253968254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WA_MAG_00087	5	3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA8752	UBA8752 sp002862785	0.0	0.4812894041081961	0.0	0.4083457629470325	0.0	0.5916739319863644	0.8332690441094763	0.8250263627314747	0.04522760646108664	0.0	0.0	0.0	0.0	0.7837659329461975	0.0	0.0	0.0	0.3380577427821522	0.006299212598425197	0.6085608241701065	0.2719900100593153	0.2461086637298091	0.0	0.41217317604391485	0.2511013215859031	0.0	0.2911163564769995	1.4606606014438643	0.0
WA_MAG_00088	4	4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	None	0.29595238095238097	0.0	0.0	2.9350663540636543	2.086212050963127	0.38591269841269843	0.03816793893129771	0.365	0.7194347533357817	0.16666666666666666	0.2520491803278688	0.37202380952380953	0.0	0.8032350268351616	0.0	0.3688888888888889	0.0	0.2788888888888889	0.0	0.0	0.0	0.0	0.0	0.0	0.28948412698412695	0.0	0.8587786259541985	0.0	0.0
WA_MAG_00089	4	2	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	VMDJ01	VMDJ01 sp008080925	2.7141576086956523	0.9977491303458155	0.19065656565656566	3.7654416719517996	14.250539412026283	40.62688319115836	7.955573857384761	18.859620917413626	8.722555961663417	30.677732986741486	34.28164777695475	5.884676122193827	4.742550153138855	17.386545322868166	0.0	0.0	0.0	0.0	0.0	0.19633838383838384	0.17418981481481483	0.03125	0.0	0.37820917508417506	0.0	0.0	0.24116161616161616	0.0	0.1452020202020202
WA_Bin_00090	19	17	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G13	MED-G13 sp902602415	0.44949225991502434	0.23269389410683217	1.3709044615689685	0.05587803240157811	0.3536996189263395	0.18529856911879344	0.5038856284174997	0.12535150335929224	0.26878137122055906	0.9702763854559046	0.2642850149680559	0.0952286376318154	0.3216522193956241	0.0	1.1854798550829322	0.4989924255378557	1.7175942900268257	0.642796580655871	1.6399098318718919	0.36386607829553685	0.7545903562271965	1.0416611272576846	1.8372320298091203	0.5811333229331801	0.4484717301906979	2.978478825806397	0.9454524700447684	1.7997384521865807	1.853893717002969
WA_Bin_00091	17	17	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Actinomarina	None	15.856226690790155	8.736836607205065	6.783111366044222	10.202386648053407	3.0773867318953174	4.904681814816017	15.036946640830513	7.169971949391823	10.4415048654375	9.362836130310631	14.179053486970282	10.893125148391801	3.937995344925605	1.7434761672611387	12.040641433921799	14.09728150963998	7.343793098518549	17.059568899675977	6.33314923405579	14.471459098412492	17.622597402225146	19.544561842217853	8.969852131441186	20.46542664646144	9.972820060216284	18.51060669348024	21.177143492007797	12.883987840255557	12.994541785882374
WA_Bin_00093	19	9	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	BACL11	GCA-2716345	GCA-2716345 sp902597195	0.050577663671373556	0.049721865639709026	0.42654873427515344	0.0	0.09927067943481856	0.03579895685158843	0.21364095637319921	0.0	0.116308689515096	0.2467690754855652	0.0	0.0362710576576257	0.0755639097744361	0.0	1.2371218406107822	0.0783075297015368	0.3907208024840209	0.06570310968572124	0.5138812114466562	0.12698292935796762	0.0853993827877232	0.18393334316009768	0.20357695531551875	0.32531347200090477	0.11445011029449394	1.514343397347877	0.02400073889904043	0.24530513368074194	0.7426382531808031
