gene_name	mag_id	e_value	gene_callers_id	length
SecY	WA_MAG_00012	1.8e-103	352392	1332
AdoHcyase	WA_MAG_00012	6.8e-148	705264	1443
RNA_pol_Rpb6	WA_MAG_00012	2.9e-14	1448165	351
tRNA-synt_1c	WA_MAG_00012	4.5e-83	397792	1344
RNase_HII	WA_MAG_00012	2.3e-32	1638815	681
tRNA-synt_1d	WA_MAG_00012	5.5e-30	1638839	1641
Ribosomal_S15	WA_MAG_00012	6.2e-40	1464814	270
Ribosomal_S2	WA_MAG_00012	5.5e-98	1464831	876
Ribosomal_L1	WA_MAG_00012	1.9e-54	1466880	696
Ribosom_S12_S23	WA_MAG_00012	2e-45	1466885	372
Ribosomal_S7	WA_MAG_00012	8.6e-65	1466886	471
Ribosomal_L3	WA_MAG_00012	1.5e-18	1466892	639
Ribosomal_L4	WA_MAG_00012	8.3e-68	1466893	630
Ribosomal_L23	WA_MAG_00012	5.7e-34	1466894	291
Ribosomal_S19	WA_MAG_00012	1.7e-39	1466896	279
Ribosomal_L22	WA_MAG_00012	5.7e-32	1466897	591
Ribosomal_L16	WA_MAG_00012	2.9e-51	1466899	411
Ribosomal_L29	WA_MAG_00012	2.9e-21	1466900	234
Ribosomal_S17	WA_MAG_00012	5.7e-31	1466901	279
Ribosomal_L14	WA_MAG_00012	1.1e-57	1466902	369
Ribosomal_S8	WA_MAG_00012	4.8e-52	1466906	405
Ribosomal_L6	WA_MAG_00012	5.3e-44	1466907	540
Ham1p_like	WA_MAG_00012	2.7e-56	1130515	582
tRNA-synt_His	WA_MAG_00012	6.2e-48	1673935	1260
Adenylsucc_synt	WA_MAG_00012	5.1e-177	801219	1296
TIM	WA_MAG_00012	1.1e-08	492234	96
TIM	WA_MAG_00012	8.1e-50	492235	480
NDK	WA_MAG_00012	8.7e-15	148396	132
tRNA-synt_His	WA_MAG_00013	1.2e-109	702100	1185
Adenylsucc_synt	WA_MAG_00013	8.2e-172	702101	1293
Ribosomal_S9	WA_MAG_00013	8.3e-48	1071911	468
Ribosomal_L13	WA_MAG_00013	4.5e-59	1071912	483
tRNA-synt_1c	WA_MAG_00013	2.2e-48	1071948	894
Rib_5-P_isom_A	WA_MAG_00013	2.8e-58	18915	684
TIM	WA_MAG_00013	9.9e-91	1254173	756
tRNA-synt_1d	WA_MAG_00013	1e-124	745973	1734
tRNA-synt_1c	WA_MAG_00013	1.1e-110	745991	1500
TruD	WA_MAG_00013	2.9e-60	1456995	1107
Ribosomal_L3	WA_MAG_00013	4.7e-18	755406	639
Ribosomal_L4	WA_MAG_00013	3.5e-64	755407	618
Ribosomal_L23	WA_MAG_00013	5e-31	755408	300
Ribosomal_S19	WA_MAG_00013	2.5e-37	755410	273
Ribosomal_L22	WA_MAG_00013	2e-34	755411	333
Ribosomal_L16	WA_MAG_00013	9.5e-52	755413	414
Ribosomal_L29	WA_MAG_00013	1.3e-25	755414	195
Ribosomal_S17	WA_MAG_00013	1.3e-33	755415	279
Ribosomal_L14	WA_MAG_00013	3.1e-56	755416	369
Ribosomal_S8	WA_MAG_00013	9.2e-49	755420	396
Ribosomal_L6	WA_MAG_00013	3.1e-39	755421	534
SecY	WA_MAG_00013	2.9e-115	755427	1326
Ribosomal_S13	WA_MAG_00013	2.3e-32	755428	357
Ribosomal_S11	WA_MAG_00013	2.2e-51	755429	411
Ribosomal_S15	WA_MAG_00013	5.9e-39	1113736	270
tRNA-synt_1c	WA_MAG_00013	1.8e-103	1333518	1740
Ribosomal_S7	WA_MAG_00013	7.3e-69	815271	471
Ribosom_S12_S23	WA_MAG_00013	4.3e-43	815272	375
Ribosomal_L1	WA_MAG_00013	6.1e-53	815277	696
NDK	WA_MAG_00013	7.6e-59	1526141	429
tRNA-synt_His	WA_MAG_00013	1.5e-51	1526146	1290
RNA_pol_Rpb6	WA_MAG_00013	8.1e-21	653902	288
RNase_HII	WA_MAG_00013	2.1e-42	1185764	606
Ham1p_like	WA_MAG_00013	3e-63	1008282	609
Ribosomal_S2	WA_MAG_00013	6.6e-98	1546477	1125
RNase_HII	WA_MAG_00014	2.4e-36	1426004	738
NDK	WA_MAG_00014	7.7e-29	764459	225
tRNA-synt_1c	WA_MAG_00014	1.7e-93	64742	891
Ham1p_like	WA_MAG_00014	1.4e-55	601413	621
tRNA-synt_1c	WA_MAG_00014	1.3e-42	80026	825
Ribosomal_L1	WA_MAG_00014	8.7e-56	982335	690
Ribosomal_S15	WA_MAG_00014	3.7e-37	1525280	270
RNA_pol_Rpb6	WA_MAG_00014	4e-14	996895	444
Adenylsucc_synt	WA_MAG_00014	1.6e-109	119008	885
Ribosomal_L3	WA_MAG_00014	9.5e-13	1011406	879
Ribosomal_L4	WA_MAG_00014	2.9e-58	1011407	618
Ribosomal_L23	WA_MAG_00014	2.7e-31	1011408	330
Ribosomal_S19	WA_MAG_00014	3e-35	1011410	276
Ribosomal_L22	WA_MAG_00014	6.7e-34	1011411	378
Ribosomal_L16	WA_MAG_00014	6.1e-51	1011413	414
Ribosomal_L29	WA_MAG_00014	1.3e-27	1011414	210
Ribosomal_S17	WA_MAG_00014	5.5e-33	1011415	255
Ribosomal_L14	WA_MAG_00014	6.3e-57	1011416	369
Ribosomal_S8	WA_MAG_00014	2.2e-48	1011420	399
Ribosomal_L6	WA_MAG_00014	7.5e-37	1011421	534
SecY	WA_MAG_00014	7.4e-116	1011426	1338
Ribosomal_S13	WA_MAG_00014	6.7e-34	1011428	369
Ribosomal_S11	WA_MAG_00014	1.4e-53	1011429	396
tRNA-synt_1d	WA_MAG_00014	3.7e-15	308051	660
Ribosom_S12_S23	WA_MAG_00014	4e-46	840306	372
Ribosomal_S7	WA_MAG_00014	8e-70	840307	471
NDK	WA_MAG_00014	1.6e-24	1025784	201
tRNA-synt_His	WA_MAG_00014	7.8e-30	1732033	996
tRNA-synt_His	WA_MAG_00014	8.7e-08	1732034	198
TIM	WA_MAG_00014	2.9e-74	1211672	729
tRNA-synt_1c	WA_MAG_00014	9.4e-74	155479	1347
Ribosomal_S9	WA_MAG_00014	1.2e-47	1389419	519
Ribosomal_L13	WA_MAG_00014	1.5e-55	1389420	474
tRNA-synt_His	WA_MAG_00014	9.3e-76	1748662	1209
Adenylsucc_synt	WA_MAG_00014	1.7e-60	1748663	405
AdoHcyase	WA_MAG_00014	1.1e-143	1046824	1395
Ribosomal_S2	WA_MAG_00014	2.8e-94	1050767	720
Ribosomal_S11	WA_MAG_00015	1.4e-45	1233449	393
Ribosomal_S13	WA_MAG_00015	1.9e-33	1233450	375
SecY	WA_MAG_00015	3e-106	1233452	1338
Ribosomal_L6	WA_MAG_00015	7.4e-36	1233457	543
Ribosomal_S8	WA_MAG_00015	2.6e-53	1233458	399
Ribosomal_L14	WA_MAG_00015	2e-57	1233462	369
Ribosomal_S17	WA_MAG_00015	5.1e-32	1233463	258
Ribosomal_L29	WA_MAG_00015	1.9e-19	1233464	192
Ribosomal_L16	WA_MAG_00015	5.7e-53	1233465	423
Ribosomal_L22	WA_MAG_00015	4e-30	1233467	411
Ribosomal_S19	WA_MAG_00015	8.3e-39	1233468	279
Ribosom_S12_S23	WA_MAG_00015	9.2e-47	9905	375
Ribosomal_S7	WA_MAG_00015	1.7e-64	9906	477
Ribosomal_L3	WA_MAG_00015	9e-21	9909	621
NDK	WA_MAG_00015	5.9e-53	372225	420
TIM	WA_MAG_00015	5.8e-85	907133	657
HMG-CoA_red	WA_MAG_00015	7.3e-98	908069	1365
AdoHcyase	WA_MAG_00015	3.3e-140	35782	1311
Adenylsucc_synt	WA_MAG_00015	9e-170	568620	1275
Ribosomal_L1	WA_MAG_00015	6.1e-54	1647117	690
RNase_HII	WA_MAG_00015	3.6e-09	68221	141
Ribosomal_S15	WA_MAG_00015	4e-34	1650800	270
TIM	WA_MAG_00015	1.4e-13	1304112	192
Ribosomal_L3	WA_MAG_00015	5.9e-21	951022	621
Ribosomal_L4	WA_MAG_00015	6.9e-65	951023	630
Ribosomal_L23	WA_MAG_00015	6.7e-28	951024	291
tRNA-synt_His	WA_MAG_00015	6e-37	1656693	1389
RNA_pol_Rpb6	WA_MAG_00015	1.6e-09	966822	327
Ham1p_like	WA_MAG_00015	4.5e-54	298303	591
Ribosomal_S2	WA_MAG_00015	3.3e-89	1201832	795
Ribosomal_S9	WA_MAG_00015	2e-51	1201833	387
Ribosomal_L13	WA_MAG_00015	5.3e-56	1201834	456
tRNA-synt_1d	WA_MAG_00015	1.3e-46	1204361	1818
tRNA-synt_1c	WA_MAG_00015	2.3e-99	1732706	1686
tRNA-synt_1c	WA_MAG_00015	8.2e-98	1732707	1482
tRNA-synt_His	WA_MAG_00016	4.2e-48	4173	1275
tRNA-synt_1c	WA_MAG_00016	3.4e-73	531076	1344
RNase_HII	WA_MAG_00016	1.6e-38	1062827	687
Ribosomal_S2	WA_MAG_00016	6.8e-91	14965	849
RNA_pol_Rpb6	WA_MAG_00016	2.5e-15	14982	414
tRNA-synt_1c	WA_MAG_00016	3.2e-45	907816	912
Adenylsucc_synt	WA_MAG_00016	2.5e-173	1624451	1296
tRNA-synt_His	WA_MAG_00016	1e-72	1624452	1218
Ribosomal_S11	WA_MAG_00016	1.4e-51	1119125	396
Ribosomal_S13	WA_MAG_00016	4.7e-35	1119126	369
SecY	WA_MAG_00016	8.4e-116	1119128	1335
Ribosomal_L6	WA_MAG_00016	8.1e-35	1119133	534
Ribosomal_S8	WA_MAG_00016	6.8e-26	1119134	183
Ribosomal_S7	WA_MAG_00016	2e-68	599415	471
Ribosom_S12_S23	WA_MAG_00016	6.8e-46	599416	372
Ribosomal_L3	WA_MAG_00016	1.2e-14	1658915	807
Ribosomal_L4	WA_MAG_00016	7.6e-58	1658916	618
Ribosomal_L23	WA_MAG_00016	5e-33	1658917	327
Ribosomal_S19	WA_MAG_00016	9.2e-38	1658919	276
Ribosomal_L22	WA_MAG_00016	1.5e-34	1658920	381
Ribosomal_L16	WA_MAG_00016	1.5e-52	1658922	420
Ribosomal_L29	WA_MAG_00016	1.4e-25	1658923	213
Ribosomal_S17	WA_MAG_00016	8e-32	1658924	243
Ribosomal_L14	WA_MAG_00016	3.9e-58	1658925	369
TIM	WA_MAG_00016	4.1e-77	783607	783
Ribosomal_L1	WA_MAG_00016	1.5e-57	796514	693
Ham1p_like	WA_MAG_00016	7.1e-62	1502900	609
Ribosomal_S15	WA_MAG_00016	3.6e-36	1502938	270
Ribosomal_L13	WA_MAG_00016	5.7e-55	983686	540
Ribosomal_S9	WA_MAG_00016	1.9e-48	983687	516
AdoHcyase	WA_MAG_00016	1.5e-144	1553585	1395
tRNA-synt_1c	WA_MAG_00016	5.1e-16	1381822	723
NDK	WA_MAG_00016	7.5e-55	1393233	423
Ribosomal_S15	WA_MAG_00017	1.4e-36	1250777	270
Ribosomal_S2	WA_MAG_00017	5e-88	1269096	861
Adenylsucc_synt	WA_MAG_00017	1.6e-163	1110925	1350
AdoHcyase	WA_MAG_00017	5.8e-137	757046	1362
Ribosomal_S11	WA_MAG_00017	3e-48	57155	378
Ribosomal_S13	WA_MAG_00017	5.4e-35	57156	384
SecY	WA_MAG_00017	7.5e-121	57159	1362
FbpA	WA_MAG_00017	7e-13	232980	2184
Ribosomal_S9	WA_MAG_00017	1.7e-41	74812	483
Ribosomal_L13	WA_MAG_00017	1.1e-54	74813	438
TIM	WA_MAG_00017	1.2e-76	251878	558
RNA_pol_Rpb6	WA_MAG_00017	2.3e-07	251883	261
RtcB	WA_MAG_00017	8.4e-07	780739	381
Ribosomal_L3	WA_MAG_00017	1.8e-14	1680582	873
Ribosomal_L4	WA_MAG_00017	1.9e-57	1680583	738
Ribosomal_L23	WA_MAG_00017	4.6e-29	1680584	321
Ribosomal_S19	WA_MAG_00017	2.9e-36	1680586	267
Ribosomal_L22	WA_MAG_00017	4.7e-29	1680587	387
Ribosomal_L16	WA_MAG_00017	3e-43	1680589	417
Ribosomal_L29	WA_MAG_00017	3.1e-17	1680590	249
Ribosomal_S17	WA_MAG_00017	3.2e-23	1680591	390
Ribosomal_L14	WA_MAG_00017	4.1e-55	1680592	369
Ribosomal_S8	WA_MAG_00017	1.5e-47	1680595	396
Ribosomal_L6	WA_MAG_00017	1.1e-35	1680596	546
Ribosomal_L1	WA_MAG_00017	5e-56	275678	663
Ham1p_like	WA_MAG_00017	1.4e-56	1000425	609
NDK	WA_MAG_00017	2.7e-51	826184	477
RNase_HII	WA_MAG_00017	2.5e-10	1182940	990
Ribosom_S12_S23	WA_MAG_00017	1.5e-41	490589	564
Ribosomal_S7	WA_MAG_00017	1e-58	490590	471
tRNA-synt_His	WA_MAG_00017	7.3e-36	490602	1101
tRNA-synt_1c	WA_MAG_00017	8.9e-39	316655	1092
tRNA-synt_1d	WA_MAG_00017	7.4e-103	1386001	1890
TIM	WA_MAG_00017	2.2e-23	1220480	312
RNA_pol_Rpb6	WA_MAG_00018	4.6e-13	1592915	294
TIM	WA_MAG_00018	2.6e-85	557021	780
tRNA-synt_His	WA_MAG_00018	2.9e-45	1278924	1248
AdoHcyase	WA_MAG_00018	4.5e-110	753740	1167
RNase_HII	WA_MAG_00018	3.9e-29	1288318	705
NDK	WA_MAG_00018	4.8e-53	1114682	411
Ribosomal_S2	WA_MAG_00018	4e-95	1473293	930
Ribosomal_L1	WA_MAG_00018	8.9e-60	1652657	699
Ribosom_S12_S23	WA_MAG_00018	5e-45	1652662	372
Ribosomal_S7	WA_MAG_00018	1.2e-64	1652663	471
tRNA-synt_1c	WA_MAG_00018	3.5e-81	88881	1392
tRNA-synt_1c	WA_MAG_00018	8.5e-101	88885	1677
AdoHcyase	WA_MAG_00018	1.1e-37	1154886	429
Ham1p_like	WA_MAG_00018	9.5e-56	977248	612
Ribosomal_L3	WA_MAG_00018	5.6e-22	457558	648
Ribosomal_L4	WA_MAG_00018	5.9e-65	457559	636
Ribosomal_L23	WA_MAG_00018	4.6e-30	457560	288
Ribosomal_S19	WA_MAG_00018	1.5e-38	457562	279
Ribosomal_L22	WA_MAG_00018	9.3e-29	457563	744
Ribosomal_L16	WA_MAG_00018	8.7e-49	457565	417
Ribosomal_L29	WA_MAG_00018	5.6e-22	457566	213
Ribosomal_S17	WA_MAG_00018	1.7e-32	457567	270
Ribosomal_L14	WA_MAG_00018	3.2e-56	457568	369
Ribosomal_S8	WA_MAG_00018	1.7e-50	457571	402
Ribosomal_L6	WA_MAG_00018	1.1e-46	457572	543
SecY	WA_MAG_00018	5.6e-110	457577	1323
Ribosomal_S13	WA_MAG_00018	9.1e-37	457579	378
Ribosomal_S11	WA_MAG_00018	1.3e-52	457580	399
Ribosomal_L13	WA_MAG_00018	1.4e-55	457585	498
Ribosomal_S9	WA_MAG_00018	1.7e-44	457586	393
Ribosomal_S15	WA_MAG_00018	4.1e-37	1525142	531
tRNA-synt_1c	WA_MAG_00018	2.8e-57	653294	954
tRNA-synt_1d	WA_MAG_00018	7.6e-118	1547882	1758
Adenylsucc_synt	WA_MAG_00018	1.8e-164	675974	1281
tRNA-synt_1d	WA_MAG_00019	1.5e-21	705459	1329
Ribosomal_S2	WA_MAG_00019	1.6e-93	357263	936
Adenylsucc_synt	WA_MAG_00019	1.2e-62	708057	489
tRNA-synt_His	WA_MAG_00019	3.8e-81	708058	948
AdoHcyase	WA_MAG_00019	1e-126	187103	1416
Ribosom_S12_S23	WA_MAG_00019	7.8e-44	1248490	375
Ribosomal_S7	WA_MAG_00019	3.6e-68	1248491	468
TIM	WA_MAG_00019	1.8e-27	1255883	270
Ribosomal_S11	WA_MAG_00019	1e-49	1083499	384
Ribosomal_S13	WA_MAG_00019	2.3e-34	1083500	354
SecY	WA_MAG_00019	4e-116	1083502	1302
Ribosomal_L6	WA_MAG_00019	4.2e-38	1083507	546
Ribosomal_S8	WA_MAG_00019	2.3e-53	1083508	396
Ribosomal_L14	WA_MAG_00019	4.2e-55	1083512	369
Ribosomal_S17	WA_MAG_00019	4.6e-30	1083513	267
Ribosomal_L29	WA_MAG_00019	1.4e-19	1083514	192
Ribosomal_L16	WA_MAG_00019	6.1e-48	1083515	411
Ribosomal_L22	WA_MAG_00019	1.3e-34	1083517	333
Ribosomal_S19	WA_MAG_00019	2.3e-38	1083518	273
Ribosomal_L23	WA_MAG_00019	3.9e-30	1083520	291
Ribosomal_L4	WA_MAG_00019	2.2e-57	1083521	540
Ribosomal_L1	WA_MAG_00019	9.7e-55	573185	696
NDK	WA_MAG_00019	7.3e-60	400160	429
Ribosomal_S9	WA_MAG_00019	6e-49	1112429	486
RNA_pol_Rpb6	WA_MAG_00019	9.8e-17	1485273	333
tRNA-synt_1c	WA_MAG_00019	7.1e-37	791171	1044
RNase_HII	WA_MAG_00019	1.9e-41	265060	555
TIM	WA_MAG_00019	2.2e-100	269732	786
tRNA-synt_1c	WA_MAG_00019	8.2e-43	1520568	330
tRNA-synt_His	WA_MAG_00019	8.9e-46	996070	1041
Ham1p_like	WA_MAG_00019	3.1e-61	1204865	591
Rib_5-P_isom_A	WA_MAG_00019	3.1e-61	1204866	657
tRNA-synt_His	WA_MAG_00019	6.6e-16	1382469	837
Ribosomal_L3	WA_MAG_00019	2.9e-18	1207666	732
Ribosomal_L4	WA_MAG_00019	7.8e-57	1207667	576
tRNA-synt_His	WA_MAG_00019	1.7e-35	1564438	396
tRNA-synt_1d	WA_MAG_00019	1.9e-09	1742732	678
Ribosomal_S15	WA_MAG_00019	2.3e-33	1042554	216
Ribosomal_L13	WA_MAG_00019	1.5e-58	872063	429
tRNA-synt_1c	WA_MAG_00020	4.6e-42	359853	870
Ribosomal_S7	WA_MAG_00020	1.6e-69	545365	471
Ribosom_S12_S23	WA_MAG_00020	3.4e-44	545366	375
Ribosomal_S15	WA_MAG_00020	6.7e-38	1082855	270
TIM	WA_MAG_00020	1.6e-64	1082864	699
TruD	WA_MAG_00020	8e-58	221635	1065
RNase_HII	WA_MAG_00020	2.5e-42	221645	573
RNA_pol_Rpb6	WA_MAG_00020	2.9e-19	1290070	282
Adenylsucc_synt	WA_MAG_00020	1e-175	1115448	1299
tRNA-synt_His	WA_MAG_00020	3e-89	1115449	939
tRNA-synt_1c	WA_MAG_00020	1.7e-102	1115459	1653
tRNA-synt_His	WA_MAG_00020	6.7e-47	938546	1275
NDK	WA_MAG_00020	6.8e-60	938551	426
Ribosomal_S9	WA_MAG_00020	3e-49	66447	393
Ribosomal_L13	WA_MAG_00020	8.4e-62	66448	432
AdoHcyase	WA_MAG_00020	7e-129	776998	1392
Ham1p_like	WA_MAG_00020	1.9e-60	777012	597
tRNA-synt_1c	WA_MAG_00020	1.6e-113	981521	1512
Ribosomal_L3	WA_MAG_00020	2.4e-19	462295	636
Ribosomal_L4	WA_MAG_00020	7.4e-65	462296	603
Ribosomal_L23	WA_MAG_00020	9.2e-33	462297	297
Ribosomal_S19	WA_MAG_00020	7.9e-39	462299	276
Ribosomal_L22	WA_MAG_00020	1.8e-37	462300	336
Ribosomal_L16	WA_MAG_00020	3.7e-50	462302	414
Ribosomal_L29	WA_MAG_00020	3.4e-26	462303	195
Ribosomal_S17	WA_MAG_00020	6.8e-35	462304	267
Ribosomal_L14	WA_MAG_00020	4.8e-56	462305	369
Ribosomal_S8	WA_MAG_00020	1.9e-47	462309	396
Ribosomal_L6	WA_MAG_00020	1.8e-41	462310	534
SecY	WA_MAG_00020	7.5e-119	462315	1320
Ribosomal_S13	WA_MAG_00020	1.6e-34	462316	357
Ribosomal_S11	WA_MAG_00020	1.8e-53	462317	390
Rib_5-P_isom_A	WA_MAG_00020	3.1e-58	681563	690
tRNA-synt_1d	WA_MAG_00020	2.2e-29	1216121	1743
NDK	WA_MAG_00021	1e-52	176222	426
Adenylsucc_synt	WA_MAG_00021	5e-167	176232	1272
Ribosomal_L1	WA_MAG_00021	2.9e-53	176305	690
TIM	WA_MAG_00021	1.6e-93	9112	750
RNase_HII	WA_MAG_00021	4.4e-41	1079908	603
Ribosomal_S15	WA_MAG_00021	8e-34	909468	270
Ribosomal_S2	WA_MAG_00021	8.5e-92	747980	837
Ribosomal_S9	WA_MAG_00021	4.7e-51	747981	387
Ribosomal_L13	WA_MAG_00021	1e-56	747982	456
AdoHcyase	WA_MAG_00021	9.1e-141	747993	1317
tRNA-synt_His	WA_MAG_00021	5e-40	69508	1377
Ham1p_like	WA_MAG_00021	1.8e-59	69517	585
tRNA-synt_1d	WA_MAG_00021	4.6e-44	623467	1779
Ribosomal_S11	WA_MAG_00021	7e-47	623476	384
Ribosomal_S13	WA_MAG_00021	2.1e-35	623477	375
SecY	WA_MAG_00021	1.4e-107	623479	1353
Ribosomal_L6	WA_MAG_00021	1.1e-34	623484	543
Ribosomal_S8	WA_MAG_00021	2e-52	623485	402
Ribosomal_L14	WA_MAG_00021	5.5e-58	623489	369
Ribosomal_S17	WA_MAG_00021	6.6e-31	623490	258
Ribosomal_L29	WA_MAG_00021	2.5e-20	623491	195
Ribosomal_L16	WA_MAG_00021	8e-52	623492	420
Ribosomal_L22	WA_MAG_00021	1.2e-30	623494	405
Ribosomal_S19	WA_MAG_00021	2e-38	623495	279
RNA_pol_Rpb6	WA_MAG_00021	7.4e-08	990948	321
tRNA-synt_1c	WA_MAG_00021	6.7e-99	474733	1677
tRNA-synt_1c	WA_MAG_00021	6.3e-97	474735	1467
Ribosom_S12_S23	WA_MAG_00021	6.6e-47	1731157	375
Ribosomal_S7	WA_MAG_00021	1.9e-64	1731158	477
Ribosomal_L3	WA_MAG_00021	2.2e-19	1731161	618
Ribosomal_L4	WA_MAG_00021	5.1e-64	1731162	633
Ribosomal_L23	WA_MAG_00021	7.4e-31	1731163	291
HMG-CoA_red	WA_MAG_00021	1e-99	521330	1314
Ribosomal_S19	WA_MAG_00021	2.7e-38	1052006	279
Ribosomal_L22	WA_MAG_00021	9.1e-31	1052007	405
Ribosomal_L16	WA_MAG_00021	7.8e-52	1052009	420
AdoHcyase	WA_MAG_00022	7.8e-148	351799	1479
TIM	WA_MAG_00022	1.5e-89	1067169	777
RNase_HII	WA_MAG_00022	3.1e-39	905551	702
Ham1p_like	WA_MAG_00022	1.5e-55	1610542	585
Ribosomal_S2	WA_MAG_00022	4.9e-97	559452	870
Ribosomal_S15	WA_MAG_00022	1e-40	559466	270
tRNA-synt_1d	WA_MAG_00022	1e-29	571356	1611
tRNA-synt_1c	WA_MAG_00022	1.6e-95	766158	1695
NDK	WA_MAG_00022	3.9e-52	947979	402
Adenylsucc_synt	WA_MAG_00022	1e-175	785242	1281
tRNA-synt_His	WA_MAG_00022	1.7e-45	485235	1278
RNA_pol_Rpb6	WA_MAG_00022	4.7e-11	485257	351
Ribosomal_S9	WA_MAG_00022	3e-48	1746114	393
Ribosomal_L13	WA_MAG_00022	9.1e-57	1746115	453
Ribosomal_S11	WA_MAG_00022	1.8e-50	1746120	399
Ribosomal_S13	WA_MAG_00022	2.3e-37	1746121	378
SecY	WA_MAG_00022	3.7e-111	1746124	1350
Ribosomal_L6	WA_MAG_00022	3.1e-40	1746129	540
Ribosomal_S8	WA_MAG_00022	5.5e-53	1746130	405
Ribosomal_L14	WA_MAG_00022	2.9e-56	1746134	369
Ribosomal_S17	WA_MAG_00022	1e-30	1746135	273
Ribosomal_L29	WA_MAG_00022	6.4e-23	1746136	219
Ribosomal_L16	WA_MAG_00022	1.7e-50	1746137	417
Ribosomal_L22	WA_MAG_00022	3.4e-32	1746139	852
Ribosomal_S19	WA_MAG_00022	3.7e-39	1746140	276
Ribosomal_L23	WA_MAG_00022	3.3e-34	1746142	288
Ribosomal_L4	WA_MAG_00022	7.5e-71	1746143	657
Ribosomal_L3	WA_MAG_00022	2.8e-23	1746144	660
Ribosomal_S7	WA_MAG_00022	5.6e-65	1746148	471
Ribosom_S12_S23	WA_MAG_00022	2.5e-45	1746149	369
Ribosomal_L1	WA_MAG_00022	8.5e-55	1746154	687
tRNA-synt_1c	WA_MAG_00022	1.7e-68	523285	1305
tRNA-synt_1c	WA_MAG_00023	4e-115	1409687	1677
Ribosomal_S7	WA_MAG_00023	2.9e-66	706281	450
Rib_5-P_isom_A	WA_MAG_00023	6e-62	886784	672
NDK	WA_MAG_00023	2.6e-58	714398	408
TruD	WA_MAG_00023	1.9e-71	17679	1026
tRNA-synt_His	WA_MAG_00023	1.2e-51	901481	1251
Ribosomal_S2	WA_MAG_00023	2.2e-19	1087763	138
Ham1p_like	WA_MAG_00023	1.4e-64	734860	603
tRNA-synt_1c	WA_MAG_00023	3.9e-111	388774	1482
Ribosomal_L3	WA_MAG_00023	1.2e-15	1274663	639
Ribosomal_L4	WA_MAG_00023	1.5e-63	1274664	606
Ribosomal_L23	WA_MAG_00023	5.7e-33	1274665	300
Ribosomal_S19	WA_MAG_00023	1.9e-38	1274667	276
Ribosomal_L22	WA_MAG_00023	1.1e-35	1274668	330
Ribosomal_L16	WA_MAG_00023	2.2e-50	1274670	414
Ribosomal_L29	WA_MAG_00023	6.9e-26	1274671	192
Ribosomal_S17	WA_MAG_00023	5.4e-36	1274672	264
Ribosomal_L14	WA_MAG_00023	7.5e-57	1274673	369
Ribosomal_S8	WA_MAG_00023	2.8e-49	1274677	393
Ribosomal_L6	WA_MAG_00023	1.3e-40	1274678	534
SecY	WA_MAG_00023	7.8e-119	1274683	1326
Ribosomal_S13	WA_MAG_00023	7.2e-35	1274685	357
Ribosomal_S11	WA_MAG_00023	4.5e-53	1274686	390
RNA_pol_Rpb6	WA_MAG_00023	2.4e-20	1628862	213
HMG-CoA_red	WA_MAG_00023	1.7e-83	56601	1041
tRNA-synt_1c	WA_MAG_00023	5.4e-49	764531	873
tRNA-synt_1d	WA_MAG_00023	9.5e-28	80704	1758
Ribosomal_S9	WA_MAG_00023	4.4e-13	1138713	102
Ribosomal_L1	WA_MAG_00023	3.9e-56	608389	696
TIM	WA_MAG_00023	1.1e-35	1350629	339
Ribosomal_S7	WA_MAG_00023	3e-18	1554370	159
Ribosom_S12_S23	WA_MAG_00023	2.9e-44	1554371	375
Adenylsucc_synt	WA_MAG_00023	4.6e-178	172287	1296
tRNA-synt_His	WA_MAG_00023	1.3e-112	172288	1176
Ribosomal_S2	WA_MAG_00024	3.8e-95	1231832	1116
Adenylsucc_synt	WA_MAG_00024	4.8e-171	525284	1293
Rib_5-P_isom_A	WA_MAG_00024	2.6e-59	525288	729
tRNA-synt_1d	WA_MAG_00024	1.1e-19	357132	1743
tRNA-synt_1c	WA_MAG_00024	4.7e-74	1418768	1326
Ribosomal_L13	WA_MAG_00024	1.7e-27	1425217	207
Ham1p_like	WA_MAG_00024	2.9e-58	896559	609
CarS-like	WA_MAG_00024	1.7e-08	1256686	792
tRNA-synt_1c	WA_MAG_00024	1.5e-94	909857	1410
AdoHcyase	WA_MAG_00024	9e-146	572827	1389
RNase_HII	WA_MAG_00024	1.4e-43	577854	645
TIM	WA_MAG_00024	9e-85	51311	744
Ribosomal_L1	WA_MAG_00024	1.5e-58	60638	696
Ribosomal_S15	WA_MAG_00024	2.6e-38	1118006	270
Ribosomal_S7	WA_MAG_00024	6.2e-69	940263	471
Ribosom_S12_S23	WA_MAG_00024	4.2e-44	940264	372
tRNA-synt_1c	WA_MAG_00024	1.4e-49	412550	840
tRNA-synt_His	WA_MAG_00024	5.5e-39	765856	1101
tRNA-synt_His	WA_MAG_00024	8e-45	765857	1497
Ribosomal_L3	WA_MAG_00024	8.8e-17	956215	723
Ribosomal_L4	WA_MAG_00024	6.7e-62	956216	618
Ribosomal_L23	WA_MAG_00024	3e-34	956217	297
Ribosomal_S19	WA_MAG_00024	8.5e-37	956219	279
Ribosomal_L22	WA_MAG_00024	5.2e-33	956220	381
Ribosomal_L16	WA_MAG_00024	2.3e-52	956222	414
Ribosomal_L29	WA_MAG_00024	1.2e-26	956224	198
Ribosomal_S17	WA_MAG_00024	8.9e-32	956225	231
