gene_name	mag_id	e_value	gene_callers_id	length
Ribosomal_L21p	WA_MAG_00016	2e-43	281530	504
YajC	WA_MAG_00016	2.4e-30	1688877	381
Ribosomal_S16	WA_MAG_00016	4.2e-27	1524923	435
tRNA_m1G_MT	WA_MAG_00016	1.2e-60	1524925	756
Ribosomal_L19	WA_MAG_00016	1.6e-50	1524926	384
ATP-synt	WA_MAG_00016	1.9e-99	826033	879
OSCP	WA_MAG_00016	5.9e-50	826035	555
Ribosomal_L20	WA_MAG_00016	1.9e-50	1718251	354
Ribosomal_L35p	WA_MAG_00016	9.8e-24	1718252	198
EF_TS	WA_MAG_00016	7.6e-67	662145	807
RRF	WA_MAG_00016	9.7e-19	662147	261
RRF	WA_MAG_00016	1.7e-39	662148	351
TsaE	WA_MAG_00016	4.4e-32	1553584	474
ATP-synt_A	WA_MAG_00016	4.9e-62	673132	744
AICARFT_IMPCHas	WA_MAG_00016	9.5e-119	673139	1596
Ribosomal_L28	WA_MAG_00016	3.4e-27	1040390	285
Ruv	XWA_MAG_00016	3.4e-36	1393216	420
Chorismate_synt	WA_MAG_00016	2.5e-135	518464	1104
Ribosomal_L20	WA_MAG_00017	1.1e-38	712407	375
Ribosomal_L35p	WA_MAG_00017	8.5e-23	712408	204
eIF-1a	WA_MAG_00017	9.1e-26	186292	222
Ribosomal_S15	WA_MAG_00017	1.3e-36	1250777	270
ATP-synt	WA_MAG_00017	4.4e-73	1250791	819
OSCP	WA_MAG_00017	2.7e-40	1250793	639
ATP-synt_A	WA_MAG_00017	5.3e-42	1250796	990
TsaE	WA_MAG_00017	1.3e-33	1605771	510
RRF	WA_MAG_00017	1.9e-54	1269093	561
EF_TS	WA_MAG_00017	2.3e-49	1269095	849
Ribosomal_S2	WA_MAG_00017	4.7e-88	1269096	861
Ribosomal_L19	WA_MAG_00017	6.4e-46	920241	366
tRNA_m1G_MT	WA_MAG_00017	1.9e-54	920242	723
Ribosomal_S16	WA_MAG_00017	2.8e-26	920243	525
Ruv	XWA_MAG_00017	7.7e-35	1280841	486
Exonuc_VII_L	WA_MAG_00017	2.2e-79	1281626	1275
Ribosomal_S20p	WA_MAG_00017	1.5e-24	1635652	279
Adenylsucc_synt	WA_MAG_00017	1.5e-163	1110925	1350
RBFA	WA_MAG_00017	8.9e-26	755840	441
Ribosomal_L17	WA_MAG_00017	2e-29	57153	570
RNA_pol_L	WA_MAG_00017	3.3e-26	57154	1035
Ribosomal_S11	WA_MAG_00017	2.8e-48	57155	378
Ribosomal_S13	WA_MAG_00017	5.1e-35	57156	384
ADK	WA_MAG_00017	1.2e-54	57158	570
SecY	WA_MAG_00017	7e-121	57159	1362
Ribosomal_L27A	WA_MAG_00017	5e-33	57160	528
Ribosomal_L18p	WA_MAG_00017	2e-45	57162	348
Ribosomal_L27	WA_MAG_00017	9.2e-38	235958	252
Ribosomal_S9	WA_MAG_00017	1.6e-41	74812	483
Ribosomal_L13	WA_MAG_00017	1e-54	74813	438
SecG	WA_MAG_00017	7.8e-16	251879	522
RNA_pol_Rpb6	WA_MAG_00017	2.1e-07	251883	261
Ribonuclease_P	WA_MAG_00017	4.7e-29	1317055	402
Ribosomal_S10	WA_MAG_00017	5.7e-37	1680581	327
Ribosomal_L3	WA_MAG_00017	1.6e-14	1680582	873
Ribosomal_L4	WA_MAG_00017	1.7e-57	1680583	738
Ribosomal_L23	WA_MAG_00017	4.3e-29	1680584	321
Ribosomal_L2	WA_MAG_00017	3.8e-35	1680585	858
Ribosomal_S19	WA_MAG_00017	2.7e-36	1680586	267
Ribosomal_L22	WA_MAG_00017	4.4e-29	1680587	387
Ribosomal_S3_C	WA_MAG_00017	3.9e-34	1680588	696
Ribosomal_L16	WA_MAG_00017	2.8e-43	1680589	417
Ribosomal_L29	WA_MAG_00017	2.9e-17	1680590	249
Ribosomal_S17	WA_MAG_00017	3e-23	1680591	390
Ribosomal_L14	WA_MAG_00017	3.8e-55	1680592	369
ribosomal_L24	WA_MAG_00017	2.9e-24	1680593	333
Ribosomal_L5	WA_MAG_00017	6.3e-26	1680594	690
Ribosomal_S8	WA_MAG_00017	1.4e-47	1680595	396
Ribosomal_L6	WA_MAG_00017	1e-35	1680596	546
Ribosomal_L18p	WA_MAG_00017	1.1e-18	1680597	171
SecE	WA_MAG_00017	8.3e-13	275675	462
Ribosomal_L1	WA_MAG_00017	4.7e-56	275678	663
Ribosomal_L28	WA_MAG_00017	1.3e-16	281848	321
RecO_C	WA_MAG_00017	1.5e-19	996459	810
UPF0054	WA_MAG_00017	6.6e-28	996461	417
Ham1p_like	WA_MAG_00017	1.3e-56	1000425	609
Ribosom_S12_S23	WA_MAG_00017	1.4e-41	490589	564
Ribosomal_S7	WA_MAG_00017	9.6e-59	490590	471
Ribosomal_L9_C	WA_MAG_00017	9.6e-20	672077	531
Ribosomal_S6	WA_MAG_00017	1.5e-22	672079	366
Pept_tRNA_hydro	WA_MAG_00017	1.2e-52	672080	558
tRNA-synt_1d	WA_MAG_00017	6.9e-103	1386001	1890
RsfS	WA_MAG_00017	3.2e-29	1386002	396
AICARFT_IMPCHas	WA_MAG_00017	3.4e-96	681173	1680
SmpB	WA_MAG_00017	1.8e-55	681181	522
Chorismate_synt	WA_MAG_00017	1.1e-110	168109	1140
Ribosomal_L21p	WA_MAG_00017	8.7e-34	518699	381
PGK	WA_MAG_00017	2e-151	1228401	1203
RNA_pol_Rpb6	WA_MAG_00018	4.3e-13	1592915	294
SecG	WA_MAG_00018	2.4e-16	557019	228
PGK	WA_MAG_00018	5.8e-125	557022	1128
RecO_C	WA_MAG_00018	1.1e-19	557051	753
Pept_tRNA_hydro	WA_MAG_00018	7.1e-52	1619186	609
ATP-synt_A	WA_MAG_00018	3e-55	1619242	756
OSCP	WA_MAG_00018	3.2e-45	1619246	528
ATP-synt	WA_MAG_00018	4.2e-91	1619248	975
Ribosomal_L9_C	WA_MAG_00018	4.8e-28	1093523	447
Ribosomal_S6	WA_MAG_00018	2.5e-23	1093526	333
TsaE	WA_MAG_00018	1.5e-34	572744	483
YajC	WA_MAG_00018	2.8e-24	1278919	357
Ribosomal_L35p	WA_MAG_00018	3.4e-26	1281651	198
Ribosomal_L20	WA_MAG_00018	9.2e-50	1281652	354
Ribosomal_S20p	WA_MAG_00018	1.6e-25	1284050	252
RRF	WA_MAG_00018	3.7e-57	1473290	558
EF_TS	WA_MAG_00018	6.4e-47	1473292	789
Ribosomal_S2	WA_MAG_00018	3.8e-95	1473293	930
SecE	WA_MAG_00018	1.9e-21	1652654	291
Ribosomal_L1	WA_MAG_00018	8.3e-60	1652657	699
Ribosom_S12_S23	WA_MAG_00018	4.6e-45	1652662	372
Ribosomal_S7	WA_MAG_00018	1.1e-64	1652663	471
Exonuc_VII_L	WA_MAG_00018	1.4e-65	247209	1245
Chorismate_synt	WA_MAG_00018	3.3e-116	952671	1176
Ruv	XWA_MAG_00018	1.4e-37	952674	444
AICARFT_IMPCHas	WA_MAG_00018	5.2e-115	777567	1518
Ham1p_like	WA_MAG_00018	8.9e-56	977248	612
Ribosomal_S10	WA_MAG_00018	2.2e-37	457552	315
Ribosomal_L3	WA_MAG_00018	5.3e-22	457558	648
Ribosomal_L4	WA_MAG_00018	5.6e-65	457559	636
Ribosomal_L23	WA_MAG_00018	4.3e-30	457560	288
Ribosomal_L2	WA_MAG_00018	9.1e-34	457561	837
Ribosomal_S19	WA_MAG_00018	1.4e-38	457562	279
Ribosomal_L22	WA_MAG_00018	8.7e-29	457563	744
Ribosomal_S3_C	WA_MAG_00018	7.2e-40	457564	882
Ribosomal_L16	WA_MAG_00018	8.1e-49	457565	417
Ribosomal_L29	WA_MAG_00018	5.2e-22	457566	213
Ribosomal_S17	WA_MAG_00018	1.6e-32	457567	270
Ribosomal_L14	WA_MAG_00018	3e-56	457568	369
ribosomal_L24	WA_MAG_00018	1.9e-24	457569	306
Ribosomal_L5	WA_MAG_00018	7.3e-28	457570	627
Ribosomal_S8	WA_MAG_00018	1.6e-50	457571	402
Ribosomal_L6	WA_MAG_00018	1e-46	457572	543
Ribosomal_L18p	WA_MAG_00018	9.8e-49	457573	366
Ribosomal_L27A	WA_MAG_00018	1.5e-33	457576	507
SecY	WA_MAG_00018	5.2e-110	457577	1323
ADK	WA_MAG_00018	1.6e-48	457578	654
Ribosomal_S13	WA_MAG_00018	8.5e-37	457579	378
Ribosomal_S11	WA_MAG_00018	1.2e-52	457580	399
RNA_pol_L	WA_MAG_00018	6.2e-23	457582	945
Ribosomal_L17	WA_MAG_00018	5.8e-35	457583	372
Ribosomal_L13	WA_MAG_00018	1.3e-55	457585	498
Ribosomal_S9	WA_MAG_00018	1.6e-44	457586	393
RBFA	WA_MAG_00018	3.5e-18	1525139	300
Ribosomal_S15	WA_MAG_00018	3.8e-37	1525142	531
IPPT	WA_MAG_00018	5e-75	840372	852
RsfS	WA_MAG_00018	8.4e-25	1547049	375
tRNA-synt_1d	WA_MAG_00018	7.1e-118	1547882	1758
GrpE	WA_MAG_00018	5e-27	845148	615
Adenylsucc_synt	WA_MAG_00018	1.7e-164	675974	1281
UPF0054	WA_MAG_00018	2e-31	1383753	537
Ribosomal_L19	WA_MAG_00018	1.3e-48	1747000	348
tRNA_m1G_MT	WA_MAG_00018	3.6e-56	1747001	753
Ribosomal_S16	WA_MAG_00018	1.5e-25	1747004	270
Ribosomal_L27	WA_MAG_00018	1.2e-36	1401669	255
Ribosomal_L21p	WA_MAG_00018	8.5e-31	1401670	336
tRNA-synt_1d	WA_MAG_00019	1.4e-21	705459	1329
IPPT	WA_MAG_00019	3.6e-73	1413571	792
EF_TS	WA_MAG_00019	2e-71	357262	879
Ribosomal_S2	WA_MAG_00019	1.5e-93	357263	936
Adenylsucc_synt	WA_MAG_00019	1.1e-62	708057	489
Ribosomal_S20p	WA_MAG_00019	1.2e-25	1067685	261
Exonuc_VII_L	WA_MAG_00019	9.6e-78	1067687	1251
Ribosom_S12_S23	WA_MAG_00019	7.3e-44	1248490	375
Ribosomal_S7	WA_MAG_00019	3.3e-68	1248491	468
Ribosomal_L17	WA_MAG_00019	1.4e-35	1083496	417
RNA_pol_L	WA_MAG_00019	3.7e-23	1083497	981
Ribosomal_S11	WA_MAG_00019	9.3e-50	1083499	384
Ribosomal_S13	WA_MAG_00019	2.2e-34	1083500	354
SecY	WA_MAG_00019	3.8e-116	1083502	1302
Ribosomal_L27A	WA_MAG_00019	9.8e-31	1083503	435
Ribosomal_L18p	WA_MAG_00019	3.6e-39	1083506	348
Ribosomal_L6	WA_MAG_00019	3.9e-38	1083507	546
Ribosomal_S8	WA_MAG_00019	2.2e-53	1083508	396
Ribosomal_L5	WA_MAG_00019	8.9e-26	1083510	540
ribosomal_L24	WA_MAG_00019	1.8e-22	1083511	312
Ribosomal_L14	WA_MAG_00019	3.9e-55	1083512	369
Ribosomal_S17	WA_MAG_00019	4.3e-30	1083513	267
Ribosomal_L29	WA_MAG_00019	1.3e-19	1083514	192
Ribosomal_L16	WA_MAG_00019	5.7e-48	1083515	411
Ribosomal_S3_C	WA_MAG_00019	3.6e-41	1083516	678
Ribosomal_L22	WA_MAG_00019	1.2e-34	1083517	333
Ribosomal_S19	WA_MAG_00019	2.1e-38	1083518	273
Ribosomal_L2	WA_MAG_00019	6.9e-36	1083519	825
Ribosomal_L23	WA_MAG_00019	3.6e-30	1083520	291
Ribosomal_L4	WA_MAG_00019	2e-57	1083521	540
Ribosomal_L9_C	WA_MAG_00019	1.2e-27	380608	459
Ribosomal_S6	WA_MAG_00019	2.3e-26	380610	330
Ribosomal_L32p	WA_MAG_00019	8e-22	1618594	204
Ribonuclease_P	WA_MAG_00019	5.6e-22	1276730	324
SecE	WA_MAG_00019	7.2e-22	573182	372
Ribosomal_L1	WA_MAG_00019	9.1e-55	573185	696
PGK	WA_MAG_00019	7.7e-08	928864	87
ATP-synt_A	WA_MAG_00019	5.2e-55	1459714	879
OSCP	WA_MAG_00019	9e-41	1459717	549
ATP-synt	WA_MAG_00019	2.2e-84	1459719	804
Ribosomal_S9	WA_MAG_00019	5.6e-49	1112429	486
AICARFT_IMPCHas	WA_MAG_00019	2.4e-120	1467367	1542
RsfS	WA_MAG_00019	1.8e-24	1474700	342
YajC	WA_MAG_00019	1.9e-31	1651575	330
Ribosomal_L28	WA_MAG_00019	2.1e-29	596555	237
SmpB	WA_MAG_00019	8.5e-61	1130891	486
RNA_pol_Rpb6	WA_MAG_00019	9.1e-17	1485273	333
UPF0054	WA_MAG_00019	1.3e-35	958877	510
Ribosomal_S16	WA_MAG_00019	6.1e-24	1664626	468
RRF	WA_MAG_00019	2.8e-29	1140904	300
TsaE	WA_MAG_00019	1.2e-38	1141477	450
Chorismate_synt	WA_MAG_00019	5.4e-139	444059	1077
SecG	WA_MAG_00019	6.1e-22	269731	345
tRNA_m1G_MT	WA_MAG_00019	3.5e-61	279916	654
GrpE	WA_MAG_00019	1.1e-33	1700208	447
Ribosomal_L19	WA_MAG_00019	3.1e-50	121157	351
Ruv	XWA_MAG_00019	5.7e-32	1183453	333
GrpE	WA_MAG_00019	1.3e-51	831203	576
RecO_C	WA_MAG_00019	3.2e-18	1544435	651
Ribosomal_L20	WA_MAG_00019	2.7e-50	840426	357
Ribosomal_L35p	WA_MAG_00019	2e-25	840427	198
eIF-1a	WA_MAG_00019	2.4e-29	491453	219
Ham1p_like	WA_MAG_00019	2.9e-61	1204865	591
ADK	WA_MAG_00019	7.9e-59	1731883	654
Ribosomal_S10	WA_MAG_00019	2.5e-36	1207665	312
Ribosomal_L3	WA_MAG_00019	2.7e-18	1207666	732
Ribosomal_L4	WA_MAG_00019	7.3e-57	1207667	576
RBFA	WA_MAG_00019	2.5e-29	681390	342
Pept_tRNA_hydro	WA_MAG_00019	9.6e-56	1740403	573
tRNA-synt_1d	WA_MAG_00019	1.8e-09	1742732	678
Ribosomal_S15	WA_MAG_00019	2.1e-33	1042554	216
Pept_tRNA_hydro	WA_MAG_00019	3.5e-11	517160	90
Ribosomal_L13	WA_MAG_00019	1.4e-58	872063	429
Pept_tRNA_hydro	WA_MAG_00020	1.5e-59	530878	573
AICARFT_IMPCHas	WA_MAG_00020	3.1e-117	359858	1563
RsfS	WA_MAG_00020	7.8e-29	359872	360
UPF0054	WA_MAG_00020	4.4e-38	359887	486
Exonuc_VII_L	WA_MAG_00020	2e-85	1244165	1296
Ribosomal_S7	WA_MAG_00020	1.5e-69	545365	471
Ribosom_S12_S23	WA_MAG_00020	3.2e-44	545366	375
SmpB	WA_MAG_00020	3.1e-58	1430085	477
GrpE	WA_MAG_00020	2e-56	1430092	615
Ribosomal_S15	WA_MAG_00020	6.3e-38	1082855	270
RBFA	WA_MAG_00020	9.5e-31	1082857	372
SecG	WA_MAG_00020	2.2e-22	1082863	327
IPPT	WA_MAG_00020	2.7e-74	31704	972
Ribosomal_L35p	WA_MAG_00020	2.9e-24	567134	198
Ribosomal_L20	WA_MAG_00020	1.9e-50	567135	369
ATP-synt	WA_MAG_00020	3.9e-100	747663	873
OSCP	WA_MAG_00020	1.6e-44	747665	540
ATP-synt_A	WA_MAG_00020	7e-55	747668	822
Ribonuclease_P	WA_MAG_00020	9.3e-22	747676	351
YajC	WA_MAG_00020	1.7e-31	1631850	324
PGK	WA_MAG_00020	1.5e-137	1105957	1158
RNA_pol_Rpb6	WA_MAG_00020	2.7e-19	1290070	282
Ribosomal_L28	WA_MAG_00020	4.2e-30	1290079	237
TsaE	WA_MAG_00020	2.1e-34	1115438	468
Ribosomal_L9_C	WA_MAG_00020	1.2e-27	1115443	447
Ribosomal_S6	WA_MAG_00020	1.7e-27	1115446	453
Adenylsucc_synt	WA_MAG_00020	9.3e-176	1115448	1299
Chorismate_synt	WA_MAG_00020	1.6e-138	938540	1104
Ribosomal_S9	WA_MAG_00020	2.8e-49	66447	393
Ribosomal_L13	WA_MAG_00020	7.8e-62	66448	432
ADK	WA_MAG_00020	1.7e-56	74363	660
Ruv	XWA_MAG_00020	4.6e-39	777002	414
Ham1p_like	WA_MAG_00020	1.8e-60	777012	597
Ribosomal_S10	WA_MAG_00020	4.2e-37	1675611	318
eIF-1a	WA_MAG_00020	1e-29	275845	219
Ribosomal_L32p	WA_MAG_00020	1.9e-22	275880	201
Ribosomal_L3	WA_MAG_00020	2.2e-19	462295	636
Ribosomal_L4	WA_MAG_00020	6.9e-65	462296	603
Ribosomal_L23	WA_MAG_00020	8.6e-33	462297	297
Ribosomal_L2	WA_MAG_00020	1.7e-37	462298	870
Ribosomal_S19	WA_MAG_00020	7.4e-39	462299	276
Ribosomal_L22	WA_MAG_00020	1.7e-37	462300	336
Ribosomal_S3_C	WA_MAG_00020	5.1e-44	462301	684
Ribosomal_L16	WA_MAG_00020	3.4e-50	462302	414
Ribosomal_L29	WA_MAG_00020	3.2e-26	462303	195
Ribosomal_S17	WA_MAG_00020	6.4e-35	462304	267
Ribosomal_L14	WA_MAG_00020	4.5e-56	462305	369
ribosomal_L24	WA_MAG_00020	3.1e-30	462306	321
Ribosomal_L5	WA_MAG_00020	4.3e-32	462307	540
Ribosomal_S8	WA_MAG_00020	1.7e-47	462309	396
Ribosomal_L6	WA_MAG_00020	1.6e-41	462310	534
Ribosomal_L18p	WA_MAG_00020	5.2e-45	462311	351
Ribosomal_L27A	WA_MAG_00020	2.4e-34	462314	435
SecY	WA_MAG_00020	7e-119	462315	1320
Ribosomal_S13	WA_MAG_00020	1.5e-34	462316	357
Ribosomal_S11	WA_MAG_00020	1.6e-53	462317	390
RNA_pol_L	WA_MAG_00020	3.1e-25	462319	990
Ribosomal_L17	WA_MAG_00020	2.4e-37	462320	381
Ribosomal_L21p	WA_MAG_00020	4.3e-44	836747	312
Ribosomal_L27	WA_MAG_00020	2.9e-41	836748	261
Ribosomal_S20p	WA_MAG_00020	3e-24	836751	267
Ribosomal_S16	WA_MAG_00020	7.6e-26	1736709	249
tRNA_m1G_MT	WA_MAG_00020	1.3e-62	1736711	738
Ribosomal_L19	WA_MAG_00020	9.6e-52	1736712	360
tRNA-synt_1d	WA_MAG_00020	2.1e-29	1216121	1743
Adenylsucc_synt	WA_MAG_00021	4.7e-167	176232	1272
Ruv	XWA_MAG_00021	5.4e-36	176243	513
Ribosomal_L28	WA_MAG_00021	2.6e-26	176271	234
Ribosomal_L1	WA_MAG_00021	2.7e-53	176305	690
Ribosomal_S20p	WA_MAG_00021	2.2e-27	9101	252
SecE	WA_MAG_00021	3e-17	729493	198
GrpE	WA_MAG_00021	8.9e-42	30769	546
YajC	WA_MAG_00021	8.2e-27	30805	279
ADK	WA_MAG_00021	5.7e-53	909422	573
Ribosomal_S15	WA_MAG_00021	7.5e-34	909468	270
AICARFT_IMPCHas	WA_MAG_00021	1.2e-104	911485	1536
SecG	WA_MAG_00021	6.3e-22	911494	360
RecO_C	WA_MAG_00021	8.3e-20	920643	720
EF_TS	WA_MAG_00021	2.8e-67	747979	822
Ribosomal_S2	WA_MAG_00021	8e-92	747980	837
Ribosomal_S9	WA_MAG_00021	4.4e-51	747981	387
Ribosomal_L13	WA_MAG_00021	9.8e-57	747982	456
Ribosomal_L27	WA_MAG_00021	3.2e-38	747995	261
Ribosomal_L21p	WA_MAG_00021	3e-39	747996	531
Ribosomal_L9_C	WA_MAG_00021	7.6e-26	69510	453
Ribosomal_S6	WA_MAG_00021	1.9e-30	69512	345
Ham1p_like	WA_MAG_00021	1.7e-59	69517	585
RsfS	WA_MAG_00021	6.1e-30	254212	372
Chorismate_synt	WA_MAG_00021	4.3e-147	1137519	1065
TsaE	WA_MAG_00021	5.1e-39	1137557	408
Pept_tRNA_hydro	WA_MAG_00021	4.8e-57	89970	621
Ribosomal_L32p	WA_MAG_00021	3e-22	1497924	198
RRF	WA_MAG_00021	1e-61	90992	555
tRNA-synt_1d	WA_MAG_00021	4.3e-44	623467	1779
Ribosomal_L17	WA_MAG_00021	5.6e-35	623473	483
RNA_pol_L	WA_MAG_00021	3.4e-27	623474	993
Ribosomal_S11	WA_MAG_00021	6.6e-47	623476	384
Ribosomal_S13	WA_MAG_00021	1.9e-35	623477	375
eIF-1a	WA_MAG_00021	1e-28	623478	216
SecY	WA_MAG_00021	1.3e-107	623479	1353
Ribosomal_L27A	WA_MAG_00021	7.4e-40	623480	453
Ribosomal_L18p	WA_MAG_00021	7.3e-45	623483	354
Ribosomal_L6	WA_MAG_00021	1e-34	623484	543
Ribosomal_S8	WA_MAG_00021	1.9e-52	623485	402
Ribosomal_L5	WA_MAG_00021	8.6e-27	623487	552
ribosomal_L24	WA_MAG_00021	4e-26	623488	312
Ribosomal_L14	WA_MAG_00021	5.2e-58	623489	369
Ribosomal_S17	WA_MAG_00021	6.1e-31	623490	258
Ribosomal_L29	WA_MAG_00021	2.3e-20	623491	195
Ribosomal_L16	WA_MAG_00021	7.5e-52	623492	420
Ribosomal_S3_C	WA_MAG_00021	1.4e-39	623493	714
Ribosomal_L22	WA_MAG_00021	1.1e-30	623494	405
Ribosomal_S19	WA_MAG_00021	1.9e-38	623495	279
Ribosomal_L2	WA_MAG_00021	1e-37	623496	825
Ribosomal_L20	WA_MAG_00021	8.1e-49	990922	345
Ribosomal_L35p	WA_MAG_00021	1e-25	990923	189
Ribosomal_L19	WA_MAG_00021	7.1e-45	990929	351
tRNA_m1G_MT	WA_MAG_00021	1e-55	990931	753
RNA_pol_Rpb6	WA_MAG_00021	6.9e-08	990948	321
IPPT	WA_MAG_00021	1.2e-69	1000774	906
SmpB	WA_MAG_00021	8.8e-58	1000783	471
RBFA	WA_MAG_00021	2.2e-26	474712	393
Ribonuclease_P	WA_MAG_00021	8.7e-21	474726	375
UPF0054	WA_MAG_00021	5.5e-22	474736	324
PGK	WA_MAG_00021	1.8e-153	474740	1188
ATP-synt_A	WA_MAG_00021	6.9e-51	474760	1110
OSCP	WA_MAG_00021	1e-41	474763	549
ATP-synt	WA_MAG_00021	1.2e-101	474765	858
Ribosomal_S16	WA_MAG_00021	1.2e-25	650551	600
Ribosom_S12_S23	WA_MAG_00021	6.2e-47	1731157	375
Ribosomal_S7	WA_MAG_00021	1.8e-64	1731158	477
Ribosomal_S10	WA_MAG_00021	7.1e-38	1731160	306
Ribosomal_L3	WA_MAG_00021	2.1e-19	1731161	618
Ribosomal_L4	WA_MAG_00021	4.8e-64	1731162	633
Ribosomal_L23	WA_MAG_00021	6.9e-31	1731163	291
Ribosomal_L2	WA_MAG_00021	1.4e-37	1052005	816
Ribosomal_S19	WA_MAG_00021	2.5e-38	1052006	279
Ribosomal_L22	WA_MAG_00021	8.5e-31	1052007	405
Ribosomal_S3_C	WA_MAG_00021	1.8e-39	1052008	717
Ribosomal_L16	WA_MAG_00021	7.3e-52	1052009	420
SecG	WA_MAG_00022	6.2e-21	1067168	231
PGK	WA_MAG_00022	3.8e-127	1067170	1125
SmpB	WA_MAG_00022	4.8e-58	897118	483
AICARFT_IMPCHas	WA_MAG_00022	1e-110	544579	1266
Ribosomal_L9_C	WA_MAG_00022	1.6e-27	902937	453
Ribosomal_S6	WA_MAG_00022	5.4e-23	902940	297
IPPT	WA_MAG_00022	7.7e-75	727215	921
Ham1p_like	WA_MAG_00022	1.4e-55	1610542	585
Ribosomal_S16	WA_MAG_00022	2.6e-25	559444	393
tRNA_m1G_MT	WA_MAG_00022	2.8e-55	559447	720
Ribosomal_L19	WA_MAG_00022	3.2e-50	559448	345
Ribosomal_S2	WA_MAG_00022	4.6e-97	559452	870
EF_TS	WA_MAG_00022	1.4e-37	559453	795
RRF	WA_MAG_00022	2.2e-53	559455	570
RBFA	WA_MAG_00022	4.6e-24	559463	393
Ribosomal_S15	WA_MAG_00022	9.8e-41	559466	270
tRNA-synt_1d	WA_MAG_00022	9.8e-30	571356	1611
ATP-synt_A	WA_MAG_00022	7.6e-56	571370	765
OSCP	WA_MAG_00022	1.3e-38	571373	528
ATP-synt	WA_MAG_00022	2e-91	571375	948
UPF0054	WA_MAG_00022	7.5e-41	936677	453
RecO_C	WA_MAG_00022	1.8e-22	936681	717
Ribosomal_L21p	WA_MAG_00022	9.4e-32	947988	309
Ribosomal_L27	WA_MAG_00022	6e-37	947989	252
RsfS	WA_MAG_00022	1.5e-25	948000	339
Ribosomal_S20p	WA_MAG_00022	5.3e-25	948003	261
Adenylsucc_synt	WA_MAG_00022	9.4e-176	785242	1281
GrpE	WA_MAG_00022	5e-31	989169	528
Pept_tRNA_hydro	WA_MAG_00022	3.7e-60	1695635	609
AICARFT_IMPCHas	WA_MAG_00022	4e-82	1006810	1095
YajC	WA_MAG_00022	5.3e-27	485229	273
Ruv	XWA_MAG_00022	3.9e-44	485240	447
RNA_pol_Rpb6	WA_MAG_00022	4.4e-11	485257	351
Ribosomal_L35p	WA_MAG_00022	3.9e-23	485273	195
Ribosomal_L20	WA_MAG_00022	1e-47	485274	369
TsaE	WA_MAG_00022	2.2e-36	1746108	489
Ribosomal_S9	WA_MAG_00022	2.8e-48	1746114	393
Ribosomal_L13	WA_MAG_00022	8.5e-57	1746115	453
Ribosomal_L17	WA_MAG_00022	3.6e-37	1746117	354
RNA_pol_L	WA_MAG_00022	5.5e-22	1746118	942
Ribosomal_S11	WA_MAG_00022	1.7e-50	1746120	399
Ribosomal_S13	WA_MAG_00022	2.2e-37	1746121	378
eIF-1a	WA_MAG_00022	6.8e-31	1746122	195
ADK	WA_MAG_00022	2.4e-50	1746123	558
SecY	WA_MAG_00022	3.5e-111	1746124	1350
Ribosomal_L27A	WA_MAG_00022	3e-36	1746125	489
Ribosomal_L18p	WA_MAG_00022	3.4e-49	1746128	366
Ribosomal_L6	WA_MAG_00022	2.9e-40	1746129	540
Ribosomal_S8	WA_MAG_00022	5.1e-53	1746130	405
Ribosomal_L5	WA_MAG_00022	1e-29	1746132	567
ribosomal_L24	WA_MAG_00022	1.5e-29	1746133	309
Ribosomal_L14	WA_MAG_00022	2.7e-56	1746134	369
Ribosomal_S17	WA_MAG_00022	9.4e-31	1746135	273
Ribosomal_L29	WA_MAG_00022	6e-23	1746136	219
Ribosomal_L16	WA_MAG_00022	1.6e-50	1746137	417
Ribosomal_S3_C	WA_MAG_00022	8.8e-42	1746138	903
Ribosomal_L22	WA_MAG_00022	3.2e-32	1746139	852
Ribosomal_S19	WA_MAG_00022	3.5e-39	1746140	276
Ribosomal_L2	WA_MAG_00022	2.2e-32	1746141	837
Ribosomal_L23	WA_MAG_00022	3.1e-34	1746142	288
Ribosomal_L4	WA_MAG_00022	7e-71	1746143	657
Ribosomal_L3	WA_MAG_00022	2.6e-23	1746144	660
Ribosomal_S10	WA_MAG_00022	6.1e-37	1746145	321
Ribosomal_S7	WA_MAG_00022	5.2e-65	1746148	471
Ribosom_S12_S23	WA_MAG_00022	2.3e-45	1746149	369
Ribosomal_L1	WA_MAG_00022	8e-55	1746154	687
SecE	WA_MAG_00022	1.7e-21	1746159	300
Ribosomal_L9_C	WA_MAG_00023	2e-27	1059766	447
Ribosomal_S7	WA_MAG_00023	2.7e-66	706281	450
ATP-synt	WA_MAG_00023	1.1e-97	8151	864
GrpE	WA_MAG_00023	6.2e-52	1245954	591
SmpB	WA_MAG_00023	2.2e-20	1245959	234
Exonuc_VII_L	WA_MAG_00023	5.6e-103	1247080	1356
Ribosomal_L21p	WA_MAG_00023	2.8e-44	543170	312
Ribosomal_L27	WA_MAG_00023	2.3e-41	543171	258
TsaE	WA_MAG_00023	1.6e-40	723847	480
IPPT	WA_MAG_00023	5e-85	723850	930
YajC	WA_MAG_00023	1.1e-30	1255744	330
Ribosomal_S20p	WA_MAG_00023	9.5e-25	1081525	267
Ribosomal_S2	WA_MAG_00023	2e-19	1087763	138
ADK	WA_MAG_00023	1.7e-59	1615176	654
RecO_C	WA_MAG_00023	8.6e-14	1615182	705
